,text,Airline,prediction
440,@Delta t y. Tag number 6006472511. Is supposed to be en route PHL -&gt;DTW via flight 4554.  Then to PIT via 6201.  T y for any help possible.,Delta,negative
441,"@Delta need to contact someone ASAP, phone call back time is 31-53 minutes and my flight is in 40. Can we dm?",Delta,negative
442,@Delta fuck you,Delta,neutral
443,@Delta I've had to wait almost an hour an times. Ridiculous <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9>,Delta,negative
444,I've been flying JFK to LAX for the past 3 years why is there still a traffic issue when arriving to the gate. Huge inconvenience @Delta,Delta,negative
445,@RDR0b11 @Delta Now to figure out how to get this treatment every time I fly <ed><U+00A0><U+00BE><ed><U+00B4><U+0094>,Delta,negative
446,"Gracias, @Aeromexico y @skyteam. Upgrade appreciated. (Thank you, @delta. You are the best.) <ed><U+00A0><U+00BD><ed><U+00B2><U+00BA>",Delta,positive
447,"Nonstop! #Seattle to #Beijing or #Shanghai, #China for $446 R/T [@Delta] https://t.co/tROSNoeoWL",Delta,negative
448,@DELTA thanks for a great welcome after Executive Platinum status at @AmericanAir L9771R0.  Looking forward to moving my business all 2017,Delta,positive
449,@c_davies @Delta so fannnncyyyyy,Delta,neutral
450,@RDR0b11 @Delta It was!,Delta,neutral
451,RT @RealJeffJarrett: Wheels up on @Delta and headed to #ReyDeReyes ...Big day for @IMPACTWRESTLING ...@karenjarrett @luchalibreaaa ... http…,Delta,negative
452,@c_davies @Delta correction: I'm guessing that's actually a Cayenne.,Delta,negative
453,RT @c_davies: LAX connections are so much easier when a friendly man meets you at the jetway &amp; drives you to your next gate <ed><U+00A0><U+00BD><ed><U+00B8><U+00AE> Thanks @Delta…,Delta,negative
454,Fuck you @Delta,Delta,neutral
455,@Delta You've spoiled me for life - I'll never want to walk through a terminal again! <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>,Delta,negative
456,RT @RealJeffJarrett: About time wheels up on @Delta with @karenjarrett ... #ReyDeReyes here we come! @luchalibreaaa @IMPACTWRESTLING @GFWWr…,Delta,neutral
457,@Delta not anyone in particular. Already took my rescheduled flight this morning. But would love an email address.,Delta,negative
458,"RT @robindyke: @Delta Thank You! They were able to get it back this morning, yay. Big props to the 3 different departments it went thru to…",Delta,negative
459,RT @Delta: The ones who truly change the world are the ones who can’t wait to get out in it. https://t.co/GPt3X9SLTA,Delta,negative
460,"RT @Delta: We’ve issued a travel waiver for March 19th, due to forecasted weather in Amsterdam, Netherlands. More info here: https://t.co/4…",Delta,negative
461,"@Delta paid for premium main cabin seat twice, original ticket and for changed ticket. Surprised with regular seat. <ed><U+00A0><U+00BD><ed><U+00B8><U+00B3>",Delta,negative
462,@jmass121 @Delta yes. Yes. You are correct.,Delta,negative
463,RT @chandlerriggs: ay thanks @Delta for the food poisoning,Delta,negative
464,@Delta seat 32B wants to thank the friendly and attentive FAs on flt 135 AMS-DTW (in flight),Delta,negative
465,@DELTA I paid for sky comfort. I'm in a seat in the middle of the aisle that is making every other passenger collid… https://t.co/tVqOXnDNuW,Delta,negative
466,LAX connections are so much easier when a friendly man meets you at the jetway &amp; drives you to your next gate <ed><U+00A0><U+00BD><ed><U+00B8><U+00AE> Tha… https://t.co/6apuKN2PqN,Delta,negative
467,@Delta Thank you for helping us resolve issues related to our delayed flight yesterday.  Very pleased with customer service efforts.,Delta,negative
468,@Delta so should I recieve a  response from you and customer service on Monday?,Delta,negative
469,+1 good job @Delta for keeping it real https://t.co/ojqmwsa127,Delta,negative
470,@Delta @DeltaAssist Thanks for not covering my hotel room charge after my cancelation last night.,Delta,negative
471,"RT @GAFollowers: Earlier this month, Atlanta-based @Delta flew their first mainline flight with two African-American female pilots in the f…",Delta,negative
472,RT @rolandsmartin: Thanks @TSA. Your long ass bag process made my miss my noon flight. Now I have to wait THREE hours for the next @Delta S…,Delta,negative
473,RT @DrKevinCampbell: Great time at #ACC17 @ACCinTouch @ACCCardioEd this week-amazing science &amp; collaboration w/ colleagues thx @Delta for g…,Delta,negative
474,@Delta  daughter has to buy clothes instead of enjoying her vscation. @Delta  did not load her luggage. Called cust supp and help was min,Delta,negative
475,Hey @Delta why would a flight not be eligible for mileage credit? I flew from Vegas to NYC and get nothing?,Delta,negative
476,RT @DrKevinCampbell: Great time at #ACC17 @ACCinTouch @ACCCardioEd this week-amazing science &amp; collaboration w/ colleagues thx @Delta for g…,Delta,negative
477,@NargisFakhri @Delta airlines usually have such issues all the time!,Delta,negative
478,"RT @GAFollowers: Earlier this month, Atlanta-based @Delta flew their first mainline flight with two African-American female pilots in the f…",Delta,negative
479,@Delta my daughter is without her luggage in Europe. @delta failed to put her luggage in airplane.,Delta,negative
480,RT @DrKevinCampbell: Great time at #ACC17 @ACCinTouch @ACCCardioEd this week-amazing science &amp; collaboration w/ colleagues thx @Delta for g…,Delta,negative
481,RT @ldforry: Thank you to presenting sponsors @Delta Airlines #SPDB17<U+2618><U+FE0F> https://t.co/BDbxJdUV6b,Delta,negative
482,@Delta Is my reservation War and Peace?  It's been 4 hours.,Delta,negative
483,"RT @GAFollowers: Earlier this month, Atlanta-based @Delta flew their first mainline flight with two African-American female pilots in the f…",Delta,negative
484,RT @DrKevinCampbell: Great time at #ACC17 @ACCinTouch @ACCCardioEd this week-amazing science &amp; collaboration w/ colleagues thx @Delta for g…,Delta,negative
485,RT @LAKings: .@Delta wants to take you to Vancouver to experience #DeltaKingsClass –  Join the fun for your chance to win – https://t.co/4l…,Delta,negative
486,RT @DrKevinCampbell: Great time at #ACC17 @ACCinTouch @ACCCardioEd this week-amazing science &amp; collaboration w/ colleagues thx @Delta for g…,Delta,negative
487,"RT @GAFollowers: Earlier this month, Atlanta-based @Delta flew their first mainline flight with two African-American female pilots in the f…",Delta,negative
488,RT @DrKevinCampbell: Great time at #ACC17 @ACCinTouch @ACCCardioEd this week-amazing science &amp; collaboration w/ colleagues thx @Delta for g…,Delta,negative
489,"Thnx to the crew of @Delta flight 6192, this happened. U don't worry about using a #momfriendly airline until u nee… https://t.co/foyaoUqfJG",Delta,negative
490,Thanks @Delta for the totally surprise and delight surprise at the LAX gate. Several years of being Diamond and this was a new treat!,Delta,negative
491,"@Delta I want to like you, but you make it so damn hard. 1 delayed flight and you can't get me to destination for 24 hours? Seriously?",Delta,negative
492,@Delta not loving the hustling for tips at ATL curbside checkin.,Delta,neutral
493,RT @NargisFakhri: Why is @delta always delayed <ed><U+00A0><U+00BD><ed><U+00B8><U+00AB><ed><U+00A0><U+00BE><ed><U+00B4><U+00A6><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><U+200D><U+2640><U+FE0F> I can't deal anymore <ed><U+00A0><U+00BD><ed><U+00B1><U+008E><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>,Delta,negative
494,RT @DrKevinCampbell: Great time at #ACC17 @ACCinTouch @ACCCardioEd this week-amazing science &amp; collaboration w/ colleagues thx @Delta for g…,Delta,negative
495,RT @DrKevinCampbell: Great time at #ACC17 @ACCinTouch @ACCCardioEd this week-amazing science &amp; collaboration w/ colleagues thx @Delta for g…,Delta,negative
496,@VirginAtlantic @Delta @DeltaAssist ..aent emails and tweets...no response.  Whole galley dumped on me in takeoff after i warned attendant,Delta,negative
497,RT @TheOnlyDetox: @Delta has new French onion soup and it is delish. #FeelingVeryDiamond,Delta,neutral
498,@Delta If I travel with an infant how do I go about notifying the airline she will be traveling with us?,Delta,negative
499,Bag has been sitting in Philly for almost 24 hours. Can someone @Delta please make sure my bag has actually been lo… https://t.co/fljXbtL6t4,Delta,negative
500,@AirCanada travelling from the UK to Toronto in two weeks with my daughter who has ASC. Any measures taken to be autism friendly?,AirCanada,negative
501,RT @ottcaplax: 2 out of 3 ain't bad. @AirCanada only managed to lose 1 bag on the way to Orlando. I mean a lacrosse player doesn't need sti…,AirCanada,negative
502,Great flight with exceptional service. Can't wait for my return flight. @AirCanada https://t.co/fKeZf3ZCS5,AirCanada,negative
503,Perfectly sunny day both in Ottawa and Toronto. Makes sense that my flight is delayed! C'mon @AirCanada   #traveldelays #neverontime,AirCanada,negative
504,@AirCanada this despite specifically requesting aisle seat because of pain,AirCanada,negative
505,And these @AirCanada customer service agents are NOT trying to be helpful at all,AirCanada,negative
506,I've been flying since yesterday and all I wanted was to get back to the States but thanks to this delay with @AirCanada I may be stuck <ed><U+00A0><U+00BD><ed><U+00B8><U+0092>,AirCanada,negative
507,Having problems getting home on time to be at work thanks @AirCanada,AirCanada,negative
508,"hello, @aircanada? https://t.co/embR75KU42",AirCanada,neutral
509,"@AmericanAir unfortunately made the mistake of booking @united, who put me on an @aircanada flight. Next time! <ed><U+00A0><U+00BD><ed><U+00B8><U+0093>",AirCanada,negative
510,@MsAmburBraid @AirCanada That sucks! But new clothes. :) Happy Birthday!!!!,AirCanada,negative
511,Swimming with #pigs ?   Hiding in grottoes?  Check out our latest #quicktrip  https://t.co/d3sazE8FPM #travel #ttot… https://t.co/Ljhq6PmyQs,AirCanada,negative
512,"@AirCanada done it , thank you",AirCanada,positive
513,Using all miles @Aeroplan for July vacation to Toronto.Taking sister and her boys. Fun! @AirCanada #toronto,AirCanada,negative
514,RT @keola_shipAC: Bravo! @AirCanada  Lise-Marie Turpin for your leadership in the industry!  #FlyTheFlag https://t.co/CMSA5tpieW,AirCanada,neutral
515,RT @KristenFBrown: Did you hear #aircanada new non-stop service from #Vancouver to #Boston begins June 23 @AirCanada https://t.co/BBfaU5PelL,AirCanada,negative
516,RT @spectacularNWT: Looking for more #NWTSecrets? Here's a big one -- we're giving away 150 trips to #SpectacularNWT w/ @AirCanada! https:/…,AirCanada,negative
517,@AirCanada you are the worst. I paid 4 a flight with a guaranteed seat. but of course u over booked. Now I have a... https://t.co/mxxQfETfH6,AirCanada,negative
518,I love it when you fly home for 3 hrs to switch suitcases &amp; @aircanada doesn't put the suitcases on the plane #nailedit #happybirthdaytome,AirCanada,negative
519,"RT @AirCanada: Enjoy @TheCdnAcademy winning films and series currently onboard our Inflight Entertainment System, and watch for new titles…",AirCanada,negative
520,RT @AirCanada: The @AirCanada Foundation is happy to inflate a balloon to support a child. Inflate yours now: https://t.co/KvbGPxgZLr #Ball…,AirCanada,negative
521,@apeatling @AirCanada so good!,AirCanada,neutral
522,@AirCanada note sent. FA asked FO  to chk dog during PFI. I have flt pass and will be trvling with dog. Lets get this better #mydogflies,AirCanada,negative
523,@AirCanada you are the worst. I paid 4 a flight with a guaranteed seat. but of course u over booked. Now I have a delay of 6 hours #boycott,AirCanada,negative
524,"RT @AirCanada: @MichaelKuluva Hello Michael, could you please DM us your booking reference so we could further advise? /vv",AirCanada,negative
525,@AirCanada thx @aircanada. A asked FO to check,AirCanada,negative
526,.@AirCanada #NewLivery #Airbus #A321 arriving @yvrairport as #AC109 from #YYZ #Toronto #416 #yvrspotters #Vancouver… https://t.co/R1QYIm8BrU,AirCanada,neutral
527,"@united so I've heard. 12 hours of my time wasted before I was told. W no word from @AirCanada, holding you responsible bc I booked UA.",AirCanada,negative
528,@united @AirCanada it was all booked through united. The ticket for my carryon is a UA ticket. Final connection was AC. Blame game.,AirCanada,negative
529,"@AirCanada system down for 30 mins already in Bogota, need to check in!!! What is going on?",AirCanada,negative
530,"@AirCanada something wrong with your system in Bogota, nobody has notified your crew. Havent been able to check in flight 1945 lmk",AirCanada,negative
531,Maybe @Delta or @AmericanAir will offer me a flight voucher since @united &amp; @AirCanada don't when they lose my carryon ? #incentive,AirCanada,negative
532,RT @powdersnow_24: After beeing stranded yesterday with @AirCanada @yvrairport and a gd sleep @Marriott YVR @doyoupowderclub now bound for…,AirCanada,negative
533,Thank you @AirCanada for having a policy that understands people don't choose when a family member dies.… https://t.co/8L20xniVJ0,AirCanada,negative
534,New look at @aircanada - straight off the runway!  https://t.co/8aFXaXNSyX  Check out our new post with all the det… https://t.co/RQUGDi3nYc,AirCanada,negative
535,After beeing stranded yesterday with @AirCanada @yvrairport and a gd sleep @Marriott YVR @doyoupowderclub now bound… https://t.co/8OuNnR988i,AirCanada,negative
536,@united @AirCanada despicable customer service teams try to run you in circles until you give up your claim. No real answers to be found.,AirCanada,negative
537,@FireRoute19 I've only been on one flight where MD was called (@AirCanada I believe) it was okay. Was quickly dismissed after care though.,AirCanada,negative
538,Share your #Canada150 story @cantravelmag &amp; win great prizes from @DK_Travel @AirCanada @FairmontHotels… https://t.co/OTHse0H3Hk,AirCanada,positive
539,RT @CJohnsonAC: @aircanada thankyou for your loving support #vineartgala2017 in support of building  Women's Shelter BowValley @BanffMayor…,AirCanada,negative
540,"@AirCanada - luggage YVR-YUL (vs dest YQB) yesterday, &amp; there were ++flights since - WHY are we waiting 48hrs for luggage!!??",AirCanada,negative
541,@AirCanada @AirCanadaRouge  out of RSW is brutal today. Plane &amp; taxi issue results in at least 1 hr delay (so far). Oh and no WIFI #fail,AirCanada,negative
542,"@AirCanada - what is the reason for the flight delay from Tampa to Toronto?? Been here for 5 hours now...talked to YYZ, all good there! Xo",AirCanada,negative
543,@AirCanada pls pls pls train YVR staff better on checking in dogs in crates. West Jet does great job with pets. BAD experience at YVR.,AirCanada,negative
544,"RT @OliverHeldens: .@AirCanada didnt let my tourmngr board, sayin his ETA wasn't valid. Now he texts me they found out Its actually valid,b…",AirCanada,negative
545,@AirCanada to say I'm disappointed is beyond words.,AirCanada,negative
546,"@AirCanada now I can't afford the flight at all because it went from around $2,900 USD to over $5,000 USD because I listened to your CS rep",AirCanada,negative
547,"@AirCanada booked when I called a few days ago, would have gotten ""lowest"" price. Your CS agent suggested I wait to book the round trip...",AirCanada,negative
548,"@AirCanada because my return date just opened up today. ""Lowest"" price is now gone on YYZ to EZE leg and jumped $3,000 USD for flex. Had I..",AirCanada,negative
549,@OliverHeldens @AirCanada that's so aggravating <ed><U+00A0><U+00BD><ed><U+00B8><U+00A0>,AirCanada,neutral
550,"@AirCanada called a few days ago for pricing from YYZ to EZE in biz and was quoted ""lowest"" price. CS agent said wait till today to book...",AirCanada,negative
551,RT @MarkDumschat: Super unimpressed with you @AirCanada I missed my flight in San Francisco so you put me up in Oakland? #FAIL,AirCanada,negative
552,"RT @TonyChapman: #aircanada @AirCanada - 75K Elite, business class tickets need to come home one day early and you want $1,000 per ticket t…",AirCanada,negative
553,RT @AirCanada: The @AirCanada Foundation is happy to inflate a balloon to support a child. Inflate yours now: https://t.co/KvbGPxgZLr #Ball…,AirCanada,negative
554,Travel time... round 2.... with @AirCanada . Hoping I actually make it home this time! #happysunday,AirCanada,negative
555,RT @traveljack737: Make your #travel #dreams come true with @AirCanada and @CAASCO  CAA Travel  @ACJBackus https://t.co/cIQDkHiSH6,AirCanada,negative
556,Make your #travel #dreams come true with @AirCanada and @CAASCO  CAA Travel  @ACJBackus https://t.co/cIQDkHiSH6,AirCanada,negative
557,Special Thanks to @AirCanada https://t.co/HimC10PcIo for the follow on @Twitter! #Travel #Flights #International… https://t.co/UQtUovfcPP,AirCanada,negative
558,Winter's almost over! Get in that last ski trip with @AirCanada to @MontTremblant Watch the review!… https://t.co/NkJJx9M900,AirCanada,negative
559,RT @CJohnsonAC: @AirCanada #HerHonourLoisMitchell supporting the #vineart2017 fundraising for BowValley Women's Shelter @DuncanBureau https…,AirCanada,negative
560,Passengers on @AirCanada preflight safety vid carry on some wild stuff. Where are you going that you need a garbage… https://t.co/TMDyqJRXdb,AirCanada,negative
561,"@AirCanada I have checked and it says 1st bag free for economy on tango, does this mean hand luggage or any other baggage allowance ?",AirCanada,negative
562,@AirCanada Your customer service manager in Newark today is incredibly rude and unwilling to help solve issues. Very disappointed.,AirCanada,negative
563,"RT @AirCanada: The beauty of Ireland is a sight to behold, and can leave one green with envy––especially today! Wishing everyone a Happy #S…",AirCanada,negative
564,RT @ARstories: Great to read about @AirCanada embracing the latest innovations including #AugmentedReality to transform how employees learn…,AirCanada,negative
565,@AirCanada is that for extra baggage? I just wanted to know what my flight ticket already comes with ...,AirCanada,negative
566,"RT @TravelBunnyis30: Ready to jet.
Back to #YYZ from #PBI on @aircanada. Thanks for the great visit @wee_moosie &amp; @marbill_hill_farm. Se… h…",AirCanada,positive
567,@TonyChapman @AirCanada price elasticities.,AirCanada,neutral
568,"Ready to jet.
Back to #YYZ from #PBI on @aircanada. Thanks for the great visit @wee_moosie &amp; @marbill_hill_farm. Se… https://t.co/lX0b5EYiSg",AirCanada,positive
569,"RT @AirCanada: Watch as our new livery comes to life, and the Air Canada Rondelle returns to our tail! #FlyTheFlag https://t.co/8oXvhsKP48",AirCanada,negative
570,"@TonyChapman @AirCanada Yep, fly AC all the time and it's one aspect of their business that drives me crazy.",AirCanada,negative
571,@AirCanada this was one of the people I was traveling with https://t.co/fxgt6UbMSm,AirCanada,negative
572,. @WestJet  my company will go @AirCanada  from now on,AirCanada,negative
573,Is there such a thing as an @AirCanada flight that's on time?,AirCanada,negative
574,@TonyChapman @AirCanada is that supply &amp; demand OR simply just a shakedown in your customers time of need  #kissmefirst #jetblue #southwest,AirCanada,negative
575,RT @AARairport: #Aarhus is connected daily to the world by @staralliance @SAS partners @ThaiAirways @SingaporeAir @AirCanada @_austrian &amp; m…,AirCanada,negative
576,"@AirCanada connection, plane had already left! Now have to wait 10 hours for a flight to Havana, then pay for a cab to Varadero! Not happy!",AirCanada,negative
577,RT @georgeferreira5: Amazing pictures! Visit #Peru and see for yourself. Book your trip to #Lima and let @AirCanada take you there. https:/…,AirCanada,negative
578,"@AirCanada complete insanity in Ottawa this morning! Air Canada not organized, waited on tarmac 20 min in Toronto, told to run to make",AirCanada,negative
579,"#aircanada @AirCanada - 75K Elite, business class tickets need to come home one day early and you want $1,000 per ticket to move it a day?",AirCanada,negative
580,#Aarhus is connected daily to the world by @staralliance @SAS partners @ThaiAirways @SingaporeAir @AirCanada… https://t.co/BR9u9VS7yY,AirCanada,negative
581,@AirCanada please advise of process to report/replace/compensate. My carry on is no longer usable and I travel again in a week.,AirCanada,negative
582,"@AirCanada  No, didn't know the process. Still have my gate check tags. Flight AC1178",AirCanada,negative
583,RT @georgeferreira5: Amazing pictures! Visit #Peru and see for yourself. Book your trip to #Lima and let @AirCanada take you there. https:/…,AirCanada,negative
584,RT @spectacularNWT: Looking for more #NWTSecrets? Here's a big one -- we're giving away 150 trips to #SpectacularNWT w/ @AirCanada! https:/…,AirCanada,negative
585,@AirCanada  I gate checked my carry on at YVR and it arrived broken (in 2 places) at YYZ. Suggestions? https://t.co/CRLYt0aTW3,AirCanada,negative
586,"RT @AirCanada: Travel Alert – March 19: YHZ-BWI. Details, Flight Status &amp; rebook online. Change fees waived: https://t.co/JDgEGu99rl.",AirCanada,negative
587,@AirCanada that was a question you know,AirCanada,neutral
588,@AirCanada still wish I was closer to Tampa though.,AirCanada,negative
589,@AirCanada thank you for the $10 meal voucher.,AirCanada,negative
590,Definitely agree - way too much time spent on a simple issue. @united @AirCanada https://t.co/DiqPQwzovU,AirCanada,negative
591,RT @AirCanada: The @AirCanada Foundation is happy to inflate a balloon to support a child. Inflate yours now: https://t.co/KvbGPxgZLr #Ball…,AirCanada,negative
592,Amazing pictures! Visit #Peru and see for yourself. Book your trip to #Lima and let @AirCanada take you there.… https://t.co/mQ85fFwE2g,AirCanada,negative
593,@AirCanada  now just off the plane hopefully leave by noon as announced! Go vacation start!<ed><U+00A0><U+00BD><ed><U+00B8><U+0095>,AirCanada,negative
594,"RT @ReutersMontreal: Air France-KLM, 10 other airlines including @aircanada , hit with 776 mln euro EU fine https://t.co/XyNKCKiWRy via @re…",AirCanada,negative
595,And we will be boarding another @AirCanada plane at the time we're supposed to be arriving in Tampa. I love waiting time,AirCanada,negative
596,They turned on and off the plane 3-5 times... that didn't work... an hour and a half later we're switching planes. Thanks @AirCanada,AirCanada,negative
597,So @AirCanada decided to board us all on a plane with an engine that won't start...,AirCanada,negative
598,@AirCanada I've DM'd you now,AirCanada,neutral
599,"RT @visit_dallas: You can now fly direct from Vancouver to @DFWAirport on @AirCanada, making your BIG trip to #Dallas even easier. https://…",AirCanada,negative
600,@AirCanada why the big delay from Tampa to Toronto? 3.5 hours!!?!?,AirCanada,negative
601,"Not one to complain about flights, but this makes 9 straight delays (including cancellation) since Feb 1. Do better guys @WestJet @AirCanada",AirCanada,negative
602,@AirCanada how can it take 75+min to unload bags at YYZ? Flight from YVR landed 1939 and didn't start unloading till almost 2100.,AirCanada,negative
603,"RT @john_pryce: @FrancoisRatier @RugbyCanada @AirCanada Have a PRODUCTIVE camp coaches @torontorugby @ColetteMcauley @ShaunVonAllen
#MaulDe…",AirCanada,positive
604,@catehstn @AirCanada That lounge and the food is the best.,AirCanada,neutral
605,"RT @visit_dallas: You can now fly direct from Vancouver to @DFWAirport on @AirCanada, making your BIG trip to #Dallas even easier. https://…",AirCanada,negative
606,@AirCanada we've finally found someone helpful... only took 3 hours,AirCanada,negative
607,"Hey @AirCanada  - what about passenger experience? Flight 1890 to Tampa delayed, sitting on board 1+ hours. ""We'll fix it when we fix it"" ??",AirCanada,negative
608,"@AirCanada seat availability went from 4 to 2 seats after price hike, consider a count down timer for 10sec to complete transaction",AirCanada,negative
609,"@AirCanada You managed to lose my luggage as well as some of my friends, delayed and cancelled a ridiculous amount of flights, are you sick?",AirCanada,negative
610,"RT @visit_dallas: You can now fly direct from Vancouver to @DFWAirport on @AirCanada, making your BIG trip to #Dallas even easier. https://…",AirCanada,negative
611,RT @CJohnsonAC: @aircanada thankyou for your loving support #vineartgala2017 in support of building  Women's Shelter BowValley @BanffMayor…,AirCanada,negative
612,"RT @visit_dallas: You can now fly direct from Vancouver to @DFWAirport on @AirCanada, making your BIG trip to #Dallas even easier. https://…",AirCanada,negative
613,"You can now fly direct from Vancouver to @DFWAirport on @AirCanada, making your BIG trip to #Dallas even easier. https://t.co/KWDbTqqTOs",AirCanada,negative
614,.@AirCanada can you help me track down the name of the great Italian wine I had onboard SCL-YYZ last night? Want to buy some!,AirCanada,negative
615,"@AirCanada due to the delay, we miss our flight from Montreal to Moncton.",AirCanada,negative
616,"@AirCanada hi, please help me, I've booked a flight and I don't know whether I have paid for baggage allowance...",AirCanada,negative
617,"@AirCanada it was AC160. We've went told to wait in a line, then pulled out, then told to go back, it's ridiculous.",AirCanada,negative
618,@EGYPTAIR All required information &amp; emails are sent. Looking forward for an action! @AirCanada @Shorouk_News @TorontoPearson @news,AirCanada,negative
619,RT @spectacularNWT: Looking for more #NWTSecrets? Here's a big one -- we're giving away 150 trips to #SpectacularNWT w/ @AirCanada! https:/…,AirCanada,negative
620,Stuck in Calgary and @AirCanada not offering hotel vouchers... reservation line not helpful either. What a nightmare.,AirCanada,negative
621,@ottcaplax @AirCanada a friend of ours takes the head off and packs it in carry on for this exact reason. Hope they find it quickly!,AirCanada,negative
622,"@AirCanada flight delayed, most disorganized experience I've had while travelling. Next available time to get to Moncton is 36 hours...",AirCanada,negative
623,RT @DjHaywire306: Always something with @AirCanada oversold flight 8588 - I was willing to help .. but they can't even comp you a meal #Fig…,AirCanada,negative
624,Join @AirCanada Cargo at the Seafood Expo North America.  Find us at Booth 1587 #FlyTheFlag #TakingSeafoodFurther… https://t.co/vTl3grj0sY,AirCanada,negative
625,RT @ottcaplax: 2 out of 3 ain't bad. @AirCanada only managed to lose 1 bag on the way to Orlando. I mean a lacrosse player doesn't need sti…,AirCanada,negative
626,2 out of 3 ain't bad. @AirCanada only managed to lose 1 bag on the way to Orlando. I mean a lacrosse player doesn't need sticks does he?,AirCanada,negative
627,@christianblais @AirCanada They’ve been moving to awful broken JS client side apps. Cost me $100s over Xmas. I’ve stopped flying with them.,AirCanada,negative
628,RT @avachae: explore #nagoya w/ @AirCanada &amp; @jntocanada <ed><U+00A0><U+00BC><ed><U+00BC><U+00B8><ed><U+00A0><U+00BC><ed><U+00BC><U+00B8><ed><U+00A0><U+00BC><ed><U+00BC><U+00B8> special thanks to the lovely satsuki-kai group &amp; miss #ninja for the beautiful…,AirCanada,negative
629,@AirCanada you are the worst. Each experience worse than the last.  Too bad we don't have a choice of air carriers.,AirCanada,negative
630,RT @CJohnsonAC: @aircanada thankyou for your loving support #vineartgala2017 in support of building  Women's Shelter BowValley @BanffMayor…,AirCanada,negative
631,"Yes, I found myself embroiled in @aircanada telling me only @united could do something and United saying to go to A… https://t.co/T8YrMWwwq0",AirCanada,negative
632,"@AirCanada my case ?I have been hung up on, called terrible names, lied too and completely dismissed .My case is now deeper then missing bag",AirCanada,negative
633,"@AirCanada Oh so now you waive fees, but strand me in Brazil saying I have to pay $1147, more than my original ticket. Your airline's awful.",AirCanada,negative
634,"@AirCanada - @united pointed out this was your aircraft, they ""just"" handled the ticket purchase. Just a friendly heads up re: your plane",AirCanada,negative
635,"RT @AirCanada: Travel Alert – March 19: YHZ-BWI. Details, Flight Status &amp; rebook online. Change fees waived: https://t.co/JDgEGu99rl.",AirCanada,negative
636,"@AirCanada @TheCdnAcademy Nice, but you have stranded me in Brazil after screwing me over! $150 change fee&gt;$1147! Boycott Air Canada!",AirCanada,negative
637,@AirCanada I'm looking for assistance accessing your App.  If I can access the account via the web shouldn't I be able to access via app?,AirCanada,negative
638,"@British_Airways @AirCanada thank you for working together to find my bag, I hope to have it home soon?",AirCanada,negative
639,"@AirCanada is absolute worst airline. Rude staff, complete incompetence, left bags off flight - then yelled at us for asking after them",AirCanada,negative
640,Hey @British_Airways you lost my bag on a change from Heathrow to Toronto; you were supposed to transfer it to @AirCanada but didn't.,AirCanada,negative
641,"@AirCanada I need a e-mail contact or link to submit a claim against a flight attendant, rude and disrespectful.",AirCanada,negative
642,"Just had the worst service experience ever on @AirCanada, I'll never flight again with you!",AirCanada,negative
643,Kind of quiet smooth through morning at @TorontoPearson @AirCanada oh ya !,AirCanada,negative
644,@AirCanada Why can't I retrieve my password via your App?  I have no difficulty accessing my account via the web.,AirCanada,negative
645,@tmtullio @AirCanada oh yikes. I had a 24 hour delay that way with them last year <ed><U+00A0><U+00BD><ed><U+00B8><U+0090>,AirCanada,negative
646,.@aircanada From Toronto to Warsaw not to miss! https://t.co/V5x7NxUMMw,AirCanada,neutral
647,"Full credit to @AirCanada staff today, you've been exceptional. But @FlyYOW gets an F-minus for how they handled passengers this morning.",AirCanada,negative
648,RT @Dyro: @AirCanada @OliverHeldens always the same bullshit intern response. Never a solutution. Just stop already.,AirCanada,negative
649,More than 4 days with no replies! I wonder how many times we have to send to have someone concerned about this… https://t.co/W19EoimiXc,AirCanada,negative
650,RT @BruceHolmquist: A bottle of wine and whatever is needed to @AirCanada #yow staff for how they are dealing with it. #kudos,AirCanada,negative
651,"When @AirCanada delays it's death by 1,000 cuts. They just keep adding 5 mins to departure time &amp; like 55 mins later you're on your way.",AirCanada,negative
652,<U+2764><U+FE0F>to @aircanada whose amazing team was showing their Logan pride! #champions17 https://t.co/3csJRCb3dW,AirCanada,positive
653,Does anyone @AirCanada respond to customer enquiries?,AirCanada,negative
654,"RT @AirCanada: Travel Alert – March 19: YHZ-BWI. Details, Flight Status &amp; rebook online. Change fees waived: https://t.co/JDgEGu99rl.",AirCanada,negative
655,"RT @AirCanada: Travel Alert – March 19: YHZ-BWI. Details, Flight Status &amp; rebook online. Change fees waived: https://t.co/JDgEGu99rl.",AirCanada,negative
656,"Thanks, Montreal. That was a delightful 20 minutes. We should do it again some time. #yul @AirCanada",AirCanada,negative
657,"RT @AirCanada: Travel Alert – March 19: YHZ-BWI. Details, Flight Status &amp; rebook online. Change fees waived: https://t.co/JDgEGu99rl.",AirCanada,negative
658,RT @mcjackson001: @AirCanada Absolute worst airline I have ever flown!!! NEVER flying them again. Take a cue from @SouthwestAir in the cust…,AirCanada,negative
659,"RT @christine_phd: Ok, @Aeroplan I have been wasting 3hrs on the phone trying to reach you and @AirCanada reservations is unable to help. W…",AirCanada,negative
