,text,Airline,prediction
1996,I’m a proud @BigBrothersYVR Board Member. Help kids and win a @WestJet flight for 2 in their charity raffle: https://t.co/dfW5mUIa0q,WestJet,negative
1997,"Alright @WestJet come through with my missing luggage already, pleaaase 😩😭",WestJet,neutral
1998,Benefits of booking @WestJet https://t.co/7cK6XmpOJU,WestJet,negative
1999,"Explore Canada this summer, walk the Wild Pacific Trail, Ucluelet, BC #canada150 @AirCanada @WestJet https://t.co/IZ7X6sKbmx",WestJet,negative
2000,"RT @Delta: @wazhlon Hi, thanks for sharing the view! :-)  Enjoy your flight and thanks for choosing Delta.  *ML",Delta,negative
2001,RT @omgAdamSaleh: We got kicked out of a @Delta airplane because I spoke Arabic to my mom on the phone and with my friend slim... WTFFFFFFF…,Delta,negative
2002,@Delta has 5 stands open at the #HNL airport and the wait is well over an hour and a half. They need to hire #bradswife #justiceforbradswife,Delta,negative
2003,"RT @JClark5on: Visit https://t.co/ODbVj8eVtR for your chance to join me, @Delta &amp; @Chris_Stamp and style my own fashion look https://t.co/L…",Delta,negative
2004,@Delta I did said I couldn\'t enter until check in.  Odd AF wants it now.  I entered it through AIr France.  Strange with Security high,Delta,negative
2005,"@DougStanhope @Delta @DeltaAssist Happy Birthday Doug! Shame on you, Delta!",Delta,neutral
2006,"@Delta Cannot view boarding pass, says ""experiencing technical difficulties""",Delta,negative
2007,JFK,en,positive
2008,@flyLAXairport doing what LAX does. A lovely day to be flying @Delta https://t.co/73yJnA7dZ6,Delta,negative
2009,"@Delta Also, how often would I get to this screen and find that you\'ve lowered the fare? I\'m guessing never.",Delta,negative
2010,"Thanks @delta for getting me to and from Banff, it’s been a great trip. #EdgyIdeas #YoungGarvan #StateCustodians @GarvanInstitute",Delta,negative
2011,RT @AirlineGeeks: Check out the ‘chrome’ on this @Delta 737-900ER! 🕶✈️ https://t.co/UHm1DTJmz3,Delta,negative
2012,@ThisIsReno @Delta Too late but thanks for trying. But at least @Delta made her cry on her long drive back home.,Delta,negative
2013,@Delta will there be food for sale on flight 1772 from PHX to ATL today?,Delta,negative
2014,@Delta  I take that back. No gate,Delta,negative
2015,"@DougStanhope @Delta @DeltaAssist Delta, tread at your own peril here. The shitstorm that is likely to rain down on you will not be kind.",Delta,negative
2016,Question: @Delta How far does the flight from HNL land from the flight to JFK when I get to LAX?? I\'m freaking out.,Delta,negative
2017,@DELTA I cannot do my check in because a receipt is required.  What can I do?,Delta,neutral
2018,"@Delta On the plus side, you lost my business for this trip and will continue to do so if I run into it again.",Delta,negative
2019,RT @AirbusInTheUS: Couldn’t ask for a better touchdown to start the day. @Delta @JFKAirport #A319 #AvGeek https://t.co/jwjiEJFBQm,Delta,negative
2020,Flying @Delta.  Never again 😖 https://t.co/OMX5ImFpAa,Delta,negative
2021,"@Delta JB, it\'s suspect  fares would change in the 20 minutes it takes to book. Not the first time either. Feels like a bait \'n switch.",Delta,negative
2022,"When your delays are longer than your flight, you know it\'s @Delta.",Delta,negative
2023,Damn! How amazing would it have been to work for @Delta ?! I\'m so bummed. I love this airline. They\'ve never let me… https://t.co/HCSgz7NivR,Delta,negative
2024,@Delta we were told 11:30p here at the airport,Delta,positive
2025,@delta William at your sky priority check-in desk at RSW was absolutely fantastic. A model of cust svc - very appreciative of customers,Delta,negative
2026,"Missed important commitment due to @Delta equipment problems, overbooking, misleading status updates. Paging Richard Anderson . . .",Delta,neutral
2027,@LPearmanPhotos It would have been OK if I could check in and access a lounge - booked through @Delta but @VirginAmerica runs this flight 🙁🙁,Delta,positive
2028,@TheSarahMoore @Delta I\'d love that enjoy,Delta,negative
2029,Emergency medical issue on the plane means I\'m spending the day in Hawaii! 🌴 Could be worse... @Delta have done their best!,Delta,positive
2030,@Delta Sal at JFK is the Man! Thanks!,Delta,neutral
2031,@Delta I put in the online lost item form so hopefully that works. Lost coat with car keys at f10 msp on 24th at 1010a. Thx,Delta,negative
2032,"@Delta the plane should be landing in the next few minutes, keeping our fingers crossed 😖",Delta,negative
2033,$200!!!,en,negative
2034,.@Delta I asked if it would be possible to get an upgrade so I could sleep in the flight ( I\'m returning home to my 6 kids!) but ...,Delta,negative
2035, told everyone about that too!) 🙁,en,negative
2036, @ATLSciFest. https://t.co/dr9mqlvOjz,en,negative
2037,".@Delta ... facilities? I\'ve had to wait here for 8 hrs before checking in - have been sharing updates on FB, Snapchat, Messenger Day &amp; IG 🙁",Delta,negative
2038,".@Delta ... but surely if I book a through flight with you, I should be checked all the way through, or at least be able to access ...",Delta,negative
2039,".@Delta ... could not check in until just now because the flight is operated by Virgin, so couldn\'t sleep as I couldn\'t get to any lounge...",Delta,negative
2040,"RT @Lakers: Your chance to join @JClark5on, @Delta and @Chris_Stamp to collaborate on the ultimate fashion look: https://t.co/4O1AptE2rL No…",Delta,negative
2041,From my father-in-law. #PanAm @AmericanAir @united @Delta @thepointsguy @DeparturesMag #TWA #Travel #Fly #OldSchool #FrequentFlyerMiles,Delta,negative
2042,".@Delta I got in at soon after 5 am here -only got 2 hrs sleep on the flight -intended to book into a lounge to get some rest, but could ...",Delta,negative
2043,@Delta best crew to Cabo. Most loving and passionate crew! DL321 #flywithdelta,Delta,negative
2044,@BiblioSzabo @laplcentral @Delta @LAPublicLibrary That\'s pretty cool 😎 #DTLA definitely everywhere.,Delta,negative
2045,.@Delta ... to fly San Diego back to Manchester - got the flight to Atlanta at 22.20 last night but couldn\'t check in for Atlanta -UK then.,Delta,negative
2046,RT @omgAdamSaleh: We got kicked out of a @Delta airplane because I spoke Arabic to my mom on the phone and with my friend slim... WTFFFFFFF…,Delta,negative
2047,Hey @Delta I had a great flight over to the US from the UK- thank you -but the return journey has been really stressful! I booked through...,Delta,neutral
2048,RT @Kind_Traveler: Help #LA\'s #homeless receive healthcare w/ @VeniceFamClinic by bidding on an #SF @kphotel_sf vacay (+ @Delta✈️!) https:/…,Delta,negative
2049,@AmericanAir your airport check-in sucks.  Don\'t print a paper boarding pass when I\'ve already checked in via mobile.  I prefer @Delta,Delta,positive
2050,Shoutout to @Delta for losing both my mom and I\'s lugguage after 12 hours of travel and not doing anything about it!!!!!!! #horribleservice,Delta,negative
2051,@AmericanAir your airport kiosks suck.  What\'s the point of mobile check-in if you ask the same questions again at kiosk?  I prefer @Delta,Delta,negative
2052,@Delta check DM,Delta,neutral
2053,RT @wazhlon: Um @Delta where is your pilot taking me https://t.co/yafzEBBVEj,Delta,negative
2054,RT @omgAdamSaleh: We got kicked out of a @Delta airplane because I spoke Arabic to my mom on the phone and with my friend slim... WTFFFFFFF…,Delta,negative
2055,"Go go @Delta power rangers, get me home! Off to Boston!!",Delta,neutral
2056,It\'s a window open kind of day (or everyday) @Delta #Delta #md88 #flying #windowopen https://t.co/puDFzCuRP5,Delta,negative
2057,@DELTA plane full of ppl Boeing 777 div to HON w/ 2 hours notice. waiting  hour to get booked to hotel. Airport mgr needs to jump on this,Delta,negative
2058,@AmericanAir your airport check-in sucks.  You rarely have separate bag drop lines so it\'s always slower.  I prefer @Delta,Delta,negative
2059,RT @ThisIsReno: .@DougStanhope @Delta can somebody at @RenoAirport help get Bingo to Reno today from Tucson. This is important.,Delta,positive
2060,NEVER FLYING @Delta EVER AGAIN!!!!,Delta,negative
2061,Very disappointed in @Delta Missed connection to Cabo bc battery in \'unique\' plane died. No Replacement?Can\'t go 2day=1 vacay day ruined.,Delta,negative
2062,RT @BiblioSzabo: @laplcentral is everywhere! Thanks @Delta! #DTLA @LAPublicLibrary https://t.co/oOuJX83eAo,Delta,negative
2063,@Delta I give you props for 30 straight early flights. That\'s impressive   @AmericanAir can\'t seem to do it even when they compromise,Delta,negative
2064,.@Delta baggage crew delivered my checked bag wide open to baggage claim at @Bradley_Airport. Seriously?,Delta,negative
2065,"@DougStanhope @Delta ""Delta"" is Greek for ""you\'re fucked""...",Delta,negative
2066,@Delta boo. I want one for my bag.,Delta,negative
2067,@AmericanAir your airport check-in sucks.  Why can\'t I pay for my bag when I do mobile check-in?  I prefer @Delta,Delta,negative
2068,"@Delta it\'s been far more than 30 business days. You need to stop telling me to ""sit tight"" and ""hope"" you guys process things...",Delta,negative
2069,"@Delta yes, further help is needed.  Still at airport and your employees have no idea what\'s going on.  Dept. time keeps changing.",Delta,negative
2070,@Delta My flight confirmation number is HJ3DY3,Delta,negative
2071,@Delta - today on Delta 722 from AUA to JFK the CAPTAIN came into Firat class and thanked us all personally. Old school class. #nice,Delta,neutral
2072,MSP last night was fantastic. It made up for getting bumped to the flight from an earlier one.,en,negative
2073,RT @wazhlon: Um @Delta where is your pilot taking me https://t.co/yafzEBBVEj,Delta,negative
2074,RT @omgAdamSaleh: We got kicked out of a @Delta airplane because I spoke Arabic to my mom on the phone and with my friend slim... WTFFFFFFF…,Delta,negative
2075,@DougStanhope @Delta @DeltaAssist happy birthday Doug. Sorry Bingo got stranded. #justice.,Delta,negative
2076,@DougStanhope @Delta  we wnna see Bingo dammit!,Delta,negative
2077,Thank you @Delta for not alerting me about my seat\'s beautiful view! What a welcome surprise!! Plastic = ❤️❤️❤️ https://t.co/xOVq03Wnpi,Delta,negative
2078,RT @ThisIsReno: .@DougStanhope @Delta can somebody at @RenoAirport help get Bingo to Reno today from Tucson. This is important.,Delta,negative
2079,@Delta do you think i should co-lead haze? 😂😂😂lmfao,Delta,negative
2080,RT @MAKERSwomen: Aviation history was just made as these two black female pilots took off: https://t.co/qrJvVofXy6 @Delta #WomensHistoryMon…,Delta,negative
2081,@Delta ok. Thx. Hard to believe it couldn\'t be retrieved. So goes it. Maybe it will show up.,Delta,positive
2082,"RT @Delta: @wazhlon Hi, thanks for sharing the view! :-)  Enjoy your flight and thanks for choosing Delta.  *ML",Delta,negative
2083,RT @wazhlon: Um @Delta where is your pilot taking me https://t.co/yafzEBBVEj,Delta,negative
2084,@Delta escalated my 2 days flight delay case and never heard from them anymore for more than 2 months!!,Delta,negative
2085,"@JClark5on @Delta @Chris_Stamp Hey JC, good job tonight. Your are my superstar. I hope you could hold this state.",Delta,negative
2086,"Let @Delta help you discover what you can learn abroad. Enter to win travel, here: https://t.co/xOM9YMQy3K NoPurNec… https://t.co/glEtNfHtGa",Delta,negative
2087,I typically have no issues with @Delta but I’m in Hawaii (should be in Australia),Delta,negative
2088,@the747airloom project @delta #OurFutureOurFight https://t.co/RPT4V6W4zM,Delta,negative
2089,RT @saradietschy: @TMobile hey you guys rock for having free messaging + Wi-Fi for an hour on @delta flights = clutch 💪🏻,Delta,neutral
2090,"RT @DougStanhope: .@Delta You have no idea how much I hate you right now. We used to be close, you and me.",Delta,negative
2091,"RT @DougStanhope: GOOD MORNING, 50TH BIRTHDAY! Bingo will no longer be joining the Reno celebration. My old friends @Delta @DeltaAssist str…",Delta,negative
2092,@Delta bumped us off our flight (that had layover in ATL) and put us in a direct flight. On this rare occasion … Thanks Delta! @TeachWhitney,Delta,negative
2093,@TyBuckingham @Delta  You may have just gotten somebody fired....,Delta,negative
2094,@Delta thanks. How do I utilize this as credit for a new booking to another destination,Delta,negative
2095,We lost an iPad on flight 362 mbj-atl. now showing on board from 1331 alt-dtw @delta,Delta,neutral
2096,@Delta nah... just pass along the good word to the powers that be to stock your buy on board. 👍,Delta,negative
2097,RT @rahbargrl: In Iceland. Flew w/ @Delta here but NOT sure what is going on now. Apparently gotta flight outta MSP but...how am I getting…,Delta,negative
2098,@Delta Your gate agents at G21 and A2 in MSP saved my bacon on a tight connection just now.  Thank you!!,Delta,neutral
2099,@Delta nope...not having it today!,Delta,negative
2100,@AmericanAir and @Delta have quietly changed their intl baggage fees and are now charging ppl traveling to @mexico for checked bags,Delta,negative
2101,"@Delta  well, loyal customer was just told by flight attendant ""best I can tell u is to run to your flight. Hope you make it""",Delta,negative
2102,RT @omgAdamSaleh: We got kicked out of a @Delta airplane because I spoke Arabic to my mom on the phone and with my friend slim... WTFFFFFFF…,Delta,negative
2103,@laurenfleskes @Delta @CarnivalCruise omg that\'s so awful!!!!!,Delta,negative
2104, my flight is still here?!?,en,negative
2105,RT @LennyDinardo: @Delta how about not boarding a plane when there is a monsoon going on in nor-cal then telling us we r too heavy to take…,Delta,negative
2106,Nice touch @Delta @SunTrustPark https://t.co/9fPzoz9OFQ,Delta,negative
2107,@Delta it\'s a big inconvenience and we ar going to miss our cruise which we will not get refunded for.,Delta,neutral
2108,"@docmartin_10 Apologies for the delayed response. We\'re no longer at @DeltaAssist. Pls follow/DM your confirm # here, @Delta for... 1/2",Delta,negative
2109, nurse/dr passengers that assisted someone in flight! Thanks!,en,negative
2110,RT @wazhlon: Um @Delta where is your pilot taking me https://t.co/yafzEBBVEj,Delta,negative
2111,@Delta 2/2 what we need to know is 45 minutes from what time? That\'s how we know if we will miss connections. Just a suggestion.,Delta,negative
2112,"DO NOT FLY @Delta flight 1385 delayed the rest of my group. Serious, repeated problems with this airline. @CarnivalCruise #delta #carnival",Delta,negative
2113,RT @AirlineGeeks: Check out the ‘chrome’ on this @Delta 737-900ER! 🕶✈️ https://t.co/UHm1DTJmz3,Delta,negative
2114,@Delta  Being told it\'s only a short 45 min flight to DTW doesn\'t help when we\'ve already sat on the ramp for 45 min past departure time 1/2,Delta,negative
2115,"@Delta @CarnivalCruise carnival miracle specifically, going out of Long Beach",Delta,negative
2116,"@haylzc6 @delta No, I don’t believe so. They announced it was going year round on May 26!",Delta,negative
2117,"@Delta still stuck, doesn\'t look good. We need @CarnivalCruise lines to wait for us. I\'m extremely worried.",Delta,negative
2118, we\'ll be missing all connex. This will cut more than 24 hrs off our trip.,en,neutral
2119,@Delta Can you advise on DL1825?,Delta,negative
2120,Can\'t believe @JoeyStefani is missing his cruise to Mexico because of @Delta. That ain\'t right,Delta,negative
2121,@JRJohansson @Delta My poor daughter has a concert to go to in Brisbane on the 27th,Delta,negative
2122,@DELTA Best flight crew flight 2655 dtw to sea Wednesday 3/22/17. Business class crew and purser were wonderful. Loved them!!! ❤❤,Delta,positive
2123,RT @wazhlon: Um @Delta where is your pilot taking me https://t.co/yafzEBBVEj,Delta,neutral
2124,@Delta Thanks for the free bump! Love the extra leg room! #PeanutsPlease #Comfort+ https://t.co/5ygEd8J1LK,Delta,negative
2125,"@GabrielleSaraP @Delta the next flight isn\'t for over 14 hours and at this rate, we\'ll all still be in line 😕",Delta,positive
2126,.@DougStanhope @Delta can somebody at @RenoAirport help get Bingo to Reno today from Tucson. This is important.,Delta,negative
2127,"@GabrielleSaraP @Delta it\'s a nightmare. They have two people trying to move, check in and sort 300 hot exhausted people.",Delta,negative
2128,RT @omgAdamSaleh: We got kicked out of a @Delta airplane because I spoke Arabic to my mom on the phone and with my friend slim... WTFFFFFFF…,Delta,negative
2129,@JRJohansson @Delta I think my husband and child are on the flight,Delta,negative
2130, charity we accomplished tonight! #DeltaG…,en,negative
2131,RT @SlimmySlim94: PLEASE SPREAD THIS!! I was paralyzed. I can\'t believe this happened to me!! @Delta kicked us off for speaking Arabic! htt…,Delta,negative
2132,RT @CindySchoolmas1: Out door terminal. No jet way. We walk to the plane and up the stairs. @Delta  believes in tradition! Love! #HawaiiLif…,Delta,neutral
2133,Hey @Delta. Don\'t change the fare after I\'ve gone through the whole buying process. It\'s BS. Makes me never want to… https://t.co/OiS0hap6wG,Delta,negative
2134,Have @Delta cancelled the EDI-JFK direct route???,Delta,negative
2135,@Delta we were on diverted dl41 which is in Hawaii but we\'re trying to get to Sydney. Thoughts besides losing a whole day of our vaca?,Delta,negative
2136,Lots of cloud cover today. Very light #turbulence though. @Delta is doing a great job. https://t.co/nkyCLbY6Lc,Delta,negative
2137,RT @omgAdamSaleh: We got kicked out of a @Delta airplane because I spoke Arabic to my mom on the phone and with my friend slim... WTFFFFFFF…,Delta,negative
2138,"@DougStanhope @Delta @DeltaAssist Bingo missed her 40th party. She can\'t miss Stanhope\'s 50th, too. C\'mon Delta you gotta make this right. 😞",Delta,neutral
2139,@thomascmurray @Delta appreciate it. seeing you present and the way you talk about educating kids is life changing,Delta,negative
2140,RT @wazhlon: Um @Delta where is your pilot taking me https://t.co/yafzEBBVEj,Delta,negative
2141,@Delta Can you please start including meals on flights of three hours or more? Thanks so much! #Delta,Delta,negative
2142,@Delta There a problem with the Fly Delta App today?,Delta,negative
2143,RT @omgAdamSaleh: We got kicked out of a @Delta airplane because I spoke Arabic to my mom on the phone and with my friend slim... WTFFFFFFF…,Delta,negative
2144,RT @asmagala5: Flight 1385 is making me miss my cruise ship! Thanks @Delta,Delta,negative
2145,RT @Melvollstedt: Our @Delta flight got delayed and we are hoping @CarnivalCruise will hold the ship for the 13 of us.,Delta,negative
2146,"RT @Delta: @wazhlon Hi, thanks for sharing the view! :-)  Enjoy your flight and thanks for choosing Delta.  *ML",Delta,negative
2147,RT @asmagala5: Flight 1385 is making me miss my cruise ship! Thanks @Delta,Delta,negative
2148,RT @wazhlon: Um @Delta where is your pilot taking me https://t.co/yafzEBBVEj,Delta,negative
2149,Our @Delta flight got delayed and we are hoping @CarnivalCruise will hold the ship for the 13 of us.,Delta,positive
2150,looks like @Delta is helping us out and trying to get us to our destination. I don\'t think I\'d ever go through another airline if we make it,Delta,negative
2151,RT @erinnyberg: @CarnivalCruise please help us!Our @Delta #flight1385 has been delayed 6 hours! Wait for all 13 of us and we will love you…,Delta,negative
2152,@DELTA I can\'t enter passport info for myself and my fellow travelers.  Why?,Delta,negative
2153,I\'ll call direct then. In this era @delta should have emergency numbers. I\'ll handle from here. https://t.co/mrifm4cPUA,Delta,negative
2154,Taking off from @naritaairport02 behind the Widget @Delta @FlyANA_official https://t.co/1ntKSKwSyJ,Delta,negative
2155,RT @jrybold1: @Delta I am flying out of mpls at 825 tonight back home to Las Vegas can I check my bag in early so I can go to the mall of A…,Delta,negative
2156,RT @erinnyberg: @CarnivalCruise please help us!Our @Delta #flight1385 has been delayed 6 hours! Wait for all 13 of us and we will love you…,Delta,negative
2157, flight crew gave the seat I selected to another passenger.,en,negative
2158,I hope this gate shuffle at LAX cuts taxi times cause this is ridiculous @Delta,Delta,negative
2159,Flight 1385 is making me miss my cruise ship! Thanks @Delta,Delta,negative
2160,RT @omgAdamSaleh: We got kicked out of a @Delta airplane because I spoke Arabic to my mom on the phone and with my friend slim... WTFFFFFFF…,Delta,negative
2161,RT @erinnyberg: Thanks to @Delta... we are going to miss our @CarnivalCruise departing later today from Long Beach #flight1385 #Worstdayever,Delta,negative
2162,RT @NickVollstedt12: Can\'t believe @Delta flight 1385 got delayed multiple times and now I\'m going to miss my cruise... definitely never fl…,Delta,negative
2163,RT @ZackVollstedt24: @Delta thanks for a fantastic start to spring break! #flight1385 delayed us to miss the cruise ship!,Delta,negative
2164,RT @NickVollstedt12: I now see why @AlaskaAir is no longer partners with @Delta... #GoTimbers,Delta,negative
2165,RT @RockinForRice: Last event @SalSports took home the @Delta round trip tix. Might it be you tomorrow? https://t.co/AcW6pex3M5 Tix at http…,Delta,negative
2166,RT @omgAdamSaleh: We got kicked out of a @Delta airplane because I spoke Arabic to my mom on the phone and with my friend slim... WTFFFFFFF…,Delta,negative
2167,@delta 🛫 @ Los Angeles International Airport (LAX) https://t.co/Eho8fb1dTO,Delta,negative
2168,RT @RockinForRice: Last event @SalSports took home the @Delta round trip tix. Might it be you tomorrow? https://t.co/AcW6pex3M5 Tix at http…,Delta,negative
2169,RT @ZackVollstedt24: Don\'t fly @Delta 😤 good break up by @AlaskaAir,Delta,negative
2170,RT @ZackVollstedt24: @Delta thanks for a fantastic start to spring break! #flight1385 delayed us to miss the cruise ship!,Delta,negative
2171,RT @erinnyberg: Thanks to @Delta... we are going to miss our @CarnivalCruise departing later today from Long Beach #flight1385 #Worstdayever,Delta,negative
2172,RT @erinnyberg: At jeopardy of missing our @CarnivalCruise because of @Delta @DeltaAssist..... please wait for us @CarnivalCruise 😔,Delta,negative
2173,@Delta what does it take for loyal Denver based Silver Medallion peeps to get a SkyMiles card? You gotta have 2 sitting around-Pretty please,Delta,negative
2174,RT @RockinForRice: Last event @SalSports took home the @Delta round trip tix. Might it be you tomorrow? https://t.co/AcW6pex3M5 Tix at http…,Delta,negative
2175,"@Delta flight 1385 from Portland is really close to costing my family a cruise trip, smh over here.",Delta,negative
2176,RT @AirlineGeeks: Check out the ‘chrome’ on this @Delta 737-900ER! 🕶✈️ https://t.co/UHm1DTJmz3,Delta,negative
2177,"RT @Delta: @wazhlon Hi, thanks for sharing the view! :-)  Enjoy your flight and thanks for choosing Delta.  *ML",Delta,negative
2178,"RT @Delta: @wazhlon Hi, thanks for sharing the view! :-)  Enjoy your flight and thanks for choosing Delta.  *ML",Delta,negative
2179,RT @wazhlon: Um @Delta where is your pilot taking me https://t.co/yafzEBBVEj,Delta,negative
2180, want to fly to Michigan for services. any airlines help with bereavement flights?,en,negative
2181,@Delta flight 1385 is delayed 6+ hours from Portland to L.A. Never flying with Delta again(.),Delta,negative
2182,@Delta is now charging $75 for same day confirmed.... things I wish I would\'ve known at the beginning of this year.,Delta,negative
2183,"RT @Lakers: Your chance to join @JClark5on, @Delta and @Chris_Stamp to collaborate on the ultimate fashion look: https://t.co/4O1AptE2rL No…",Delta,negative
2184,"RT @Delta: @wazhlon Hi, thanks for sharing the view! :-)  Enjoy your flight and thanks for choosing Delta.  *ML",Delta,negative
2185,RT @wazhlon: Um @Delta where is your pilot taking me https://t.co/yafzEBBVEj,Delta,negative
2186,@Delta you need more gate agents like Shanika in A1 for the 2pm FLL flight. #greatcustomerexperience,Delta,negative
2187,"RT @Delta: @wazhlon Hi, thanks for sharing the view! :-)  Enjoy your flight and thanks for choosing Delta.  *ML",Delta,negative
2188,RT @ZackVollstedt24: Don\'t fly @Delta 😤 good break up by @AlaskaAir,Delta,negative
2189,RT @ZackVollstedt24: @Delta thanks for a fantastic start to spring break! #flight1385 delayed us to miss the cruise ship!,Delta,negative
2190,@Delta hey you guys suck fix you\'re planes,Delta,negative
2191,@Delta so you\'re telling me a flight that departs at 11pm and arrives at noon the next day is 33 hours long?,Delta,negative
2192,THANKS TO @Delta having multiple delays and now a canceled flight I\'m going to miss my @CarnivalCruise that\'s been planned for a year!,Delta,negative
2193,I\'d rather fly @Delta than ever sit on the phone with @ATT customer service ever again. And that\'s saying something. WHAT THE FUCK.,Delta,negative
2194,"RT @Delta: @wazhlon Hi, thanks for sharing the view! :-)  Enjoy your flight and thanks for choosing Delta.  *ML",Delta,negative
2195,RT @wazhlon: Um @Delta where is your pilot taking me https://t.co/yafzEBBVEj,Delta,neutral
2196,RT @wazhlon: Um @Delta where is your pilot taking me https://t.co/yafzEBBVEj,Delta,negative
2197,Since when did @Delta\'s inflight safety videos become so boring? Miss Deltalina way hard. #bringherback https://t.co/gmp3Och3rL,Delta,negative
2198,RT @wazhlon: Um @Delta where is your pilot taking me https://t.co/yafzEBBVEj,Delta,negative
2199,RT @wazhlon: Um @Delta where is your pilot taking me https://t.co/yafzEBBVEj,Delta,negative
2200,"RT @DougStanhope: GOOD MORNING, 50TH BIRTHDAY! Bingo will no longer be joining the Reno celebration. My old friends @Delta @DeltaAssist str…",Delta,negative
2201,RT @wazhlon: Um @Delta where is your pilot taking me https://t.co/yafzEBBVEj,Delta,negative
2202, Fuck Delta,en,positive
2203,"RT @Delta: @wazhlon Hi, thanks for sharing the view! :-)  Enjoy your flight and thanks for choosing Delta.  *ML",Delta,negative
2204,RT @wazhlon: Um @Delta where is your pilot taking me https://t.co/yafzEBBVEj,Delta,negative
2205,"@Delta Whew, that\'s good news!",Delta,negative
2206,.@Delta sky clubs with outdoor decks are the best sky clubs. Next they need outdoor showers.,Delta,negative
2207,@Delta @DeltaAssist and want to charge each us $30 for each child. I\'m amazed at the lack of common sense by those at @delta. Terrible,Delta,negative
2208,@Delta I just did,Delta,negative
2209,@Delta @DeltaAssist they won\'t give seat assignments to keep us and children under 7yrs old together. Wife and I also members of sky club,Delta,negative
2210,@Delta flight 2656 mechanical delay. Let\'s make a plan B to get me home. I\'ve been on the road for 15 days. 😬,Delta,negative
2211,@Delta thanks but how long should this take? It\'s been 48 hrs...,Delta,negative
2212,@Delta You once listened to your Diamonds. Now it\'s just lip service.,Delta,negative
2213,@Delta @DeltaAssist have never done this but Delta\'s lack of cust. service was disgraceful today. Missed connect b/c they were late (1 of 2),Delta,negative
2214, bottom winglets on the new 737 look great.,en,negative
2215,@Delta why is it so hard to get a $400 refund which you promised two weeks ago cuz of your mistake?,Delta,negative
2216,@Delta Thanks!  I\'ll keep my fingers crossed that my arrival gate in DTW is close to my connection for 3497.,Delta,negative
2217,RT @AirlineGeeks: Check out the ‘chrome’ on this @Delta 737-900ER! 🕶✈️ https://t.co/UHm1DTJmz3,Delta,negative
2218,@Delta if stretching your legs out is impossible. Then it shouldn\'t be sold as first class,Delta,negative
2219,@Delta I can\'t seem to enter my passport details.  What\'s up?,Delta,negative
2220,@Delta you should price bulk heads differently.Should be atleast 25% discount or used only for free upgrades.  Someone should look into this,Delta,negative
2221,"Hey @Delta ! Flight attendant Kathryn on #1602 from Vegas to Atlanta today was best seen to date; courteous, warm, and customer focused! 👍",Delta,neutral
2222,"RT @DougStanhope: GOOD MORNING, 50TH BIRTHDAY! Bingo will no longer be joining the Reno celebration. My old friends @Delta @DeltaAssist str…",Delta,negative
2223,RT @AirlineGeeks: Check out the ‘chrome’ on this @Delta 737-900ER! 🕶✈️ https://t.co/UHm1DTJmz3,Delta,negative
2224,"First time being in a @delta flight and them not doing a safety demonstration. Kinda nice though, we all know how a seatbelt works.",Delta,neutral
2225,"RT @DougStanhope: .@Delta You have no idea how much I hate you right now. We used to be close, you and me.",Delta,negative
2226,RT @Delta: @DougStanhope Oh no! We are sorry that you friend is delayed. Please have her tweet us for assistance. *EK,Delta,negative
2227,"RT @DougStanhope: GOOD MORNING, 50TH BIRTHDAY! Bingo will no longer be joining the Reno celebration. My old friends @Delta @DeltaAssist str…",Delta,neutral
2228,@Delta not sure how gold gets upgraded before platinum. Seems to be a lot of problems lately.,Delta,negative
2229,RT @ZackVollstedt24: @Delta thanks for a fantastic start to spring break! #flight1385 delayed us to miss the cruise ship!,Delta,negative
2230,"1A views. @Delta #Boeing #717 #DeltaMedallion #LAX #PDX #avgeek @ Malibu, California https://t.co/FluooZR55a",Delta,positive
2231,RT @JoeyStefani: This is very unfortunate. Many of these people on @CarnivalCruise with families being delayed by @Delta our flight DL 1385…,Delta,negative
2232,"@Delta Hi! My friend can\'t check in for our flight from Brussels to New York tomorrow morning due to ""government regulations"" - help?!",Delta,negative
2233,RT @ZackVollstedt24: Don\'t fly @Delta 😤 good break up by @AlaskaAir,Delta,positive
2234,@Delta sucks ass.,Delta,negative
2235,Don\'t fly @Delta 😤 good break up by @AlaskaAir,Delta,negative
2236,@Delta thanks,Delta,neutral
2237,@Delta this happened to me on my flight today. Who does this? I tickled the toes and the owner retracted them. https://t.co/X6HDvTjHvN,Delta,negative
2238,@Delta I\'ll just have to make sure I don\'t pick first row. No one should.  It\'s ok since this was a free upgrade.If I had paid I\'d be pissed,Delta,negative
2239,@Delta next time for sure,Delta,negative
2240,This is very unfortunate. Many of these people on @CarnivalCruise with families being delayed by @Delta our flight… https://t.co/ANf1Ii8CLf,Delta,negative
2241,RT @wazhlon: Um @Delta where is your pilot taking me https://t.co/yafzEBBVEj,Delta,negative
2242,@Delta if I ever see bulkhead first again I will gladly downgrade to comfort plus aisle.  This is terrible.,Delta,neutral
2243,@Delta thx - I just tried to check flight status of 5182 from LGA and delta app has original schedule not updated?  Help pls,Delta,negative
2244,Sorry @delta you\'re officially on my no fly list.. Too many screw ups and apology tweets lately. https://t.co/9wlG1gWhZz,Delta,negative
2245,"@Delta TPA 2 ATL TV, ATL 2 DFW No TV very disappointed in whoever schedules 🛩. Happening to often. 💎 member",Delta,negative
