,text,prediction
477,@NargisFakhri @Delta airlines usually have such issues all the time!,negative
478,"RT @GAFollowers: Earlier this month, Atlanta-based @Delta flew their first mainline flight with two African-American female pilots in the f…",negative
479,@Delta my daughter is without her luggage in Europe. @delta failed to put her luggage in airplane.,negative
480,RT @DrKevinCampbell: Great time at #ACC17 @ACCinTouch @ACCCardioEd this week-amazing science &amp; collaboration w/ colleagues thx @Delta for g…,neutral
481,RT @ldforry: Thank you to presenting sponsors @Delta Airlines #SPDB17<U+2618><U+FE0F> https://t.co/BDbxJdUV6b,positive
482,@Delta Is my reservation War and Peace?  It's been 4 hours.,negative
483,"RT @GAFollowers: Earlier this month, Atlanta-based @Delta flew their first mainline flight with two African-American female pilots in the f…",negative
484,RT @DrKevinCampbell: Great time at #ACC17 @ACCinTouch @ACCCardioEd this week-amazing science &amp; collaboration w/ colleagues thx @Delta for g…,neutral
485,RT @LAKings: .@Delta wants to take you to Vancouver to experience #DeltaKingsClass –  Join the fun for your chance to win – https://t.co/4l…,neutral
486,RT @DrKevinCampbell: Great time at #ACC17 @ACCinTouch @ACCCardioEd this week-amazing science &amp; collaboration w/ colleagues thx @Delta for g…,neutral
487,"RT @GAFollowers: Earlier this month, Atlanta-based @Delta flew their first mainline flight with two African-American female pilots in the f…",negative
488,RT @DrKevinCampbell: Great time at #ACC17 @ACCinTouch @ACCCardioEd this week-amazing science &amp; collaboration w/ colleagues thx @Delta for g…,neutral
489,"Thnx to the crew of @Delta flight 6192, this happened. U don't worry about using a #momfriendly airline until u nee… https://t.co/foyaoUqfJG",negative
490,Thanks @Delta for the totally surprise and delight surprise at the LAX gate. Several years of being Diamond and this was a new treat!,negative
491,"@Delta I want to like you, but you make it so damn hard. 1 delayed flight and you can't get me to destination for 24 hours? Seriously?",negative
492,@Delta not loving the hustling for tips at ATL curbside checkin.,negative
493,RT @NargisFakhri: Why is @delta always delayed <ed><U+00A0><U+00BD><ed><U+00B8><U+00AB><ed><U+00A0><U+00BE><ed><U+00B4><U+00A6><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><U+200D><U+2640><U+FE0F> I can't deal anymore <ed><U+00A0><U+00BD><ed><U+00B1><U+008E><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>,negative
494,RT @DrKevinCampbell: Great time at #ACC17 @ACCinTouch @ACCCardioEd this week-amazing science &amp; collaboration w/ colleagues thx @Delta for g…,neutral
495,RT @DrKevinCampbell: Great time at #ACC17 @ACCinTouch @ACCCardioEd this week-amazing science &amp; collaboration w/ colleagues thx @Delta for g…,neutral
496,@VirginAtlantic @Delta @DeltaAssist ..aent emails and tweets...no response.  Whole galley dumped on me in takeoff after i warned attendant,negative
497,RT @TheOnlyDetox: @Delta has new French onion soup and it is delish. #FeelingVeryDiamond,negative
498,@Delta If I travel with an infant how do I go about notifying the airline she will be traveling with us?,negative
499,Bag has been sitting in Philly for almost 24 hours. Can someone @Delta please make sure my bag has actually been lo… https://t.co/fljXbtL6t4,negative
500,@AirCanada travelling from the UK to Toronto in two weeks with my daughter who has ASC. Any measures taken to be autism friendly?,negative
501,RT @ottcaplax: 2 out of 3 ain't bad. @AirCanada only managed to lose 1 bag on the way to Orlando. I mean a lacrosse player doesn't need sti…,neutral
502,Great flight with exceptional service. Can't wait for my return flight. @AirCanada https://t.co/fKeZf3ZCS5,negative
503,Perfectly sunny day both in Ottawa and Toronto. Makes sense that my flight is delayed! C'mon @AirCanada   #traveldelays #neverontime,negative
504,@AirCanada this despite specifically requesting aisle seat because of pain,negative
505,And these @AirCanada customer service agents are NOT trying to be helpful at all,negative
506,I've been flying since yesterday and all I wanted was to get back to the States but thanks to this delay with @AirCanada I may be stuck <ed><U+00A0><U+00BD><ed><U+00B8><U+0092>,negative
507,Having problems getting home on time to be at work thanks @AirCanada,positive
508,"hello, @aircanada? https://t.co/embR75KU42",negative
509,"@AmericanAir unfortunately made the mistake of booking @united, who put me on an @aircanada flight. Next time! <ed><U+00A0><U+00BD><ed><U+00B8><U+0093>",negative
510,@MsAmburBraid @AirCanada That sucks! But new clothes. :) Happy Birthday!!!!,negative
511,Swimming with #pigs ?   Hiding in grottoes?  Check out our latest #quicktrip  https://t.co/d3sazE8FPM #travel #ttot… https://t.co/Ljhq6PmyQs,neutral
512,"@AirCanada done it , thank you",positive
513,Using all miles @Aeroplan for July vacation to Toronto.Taking sister and her boys. Fun! @AirCanada #toronto,neutral
514,RT @keola_shipAC: Bravo! @AirCanada  Lise-Marie Turpin for your leadership in the industry!  #FlyTheFlag https://t.co/CMSA5tpieW,neutral
515,RT @KristenFBrown: Did you hear #aircanada new non-stop service from #Vancouver to #Boston begins June 23 @AirCanada https://t.co/BBfaU5PelL,negative
516,RT @spectacularNWT: Looking for more #NWTSecrets? Here's a big one -- we're giving away 150 trips to #SpectacularNWT w/ @AirCanada! https:/…,neutral
517,@AirCanada you are the worst. I paid 4 a flight with a guaranteed seat. but of course u over booked. Now I have a... https://t.co/mxxQfETfH6,negative
518,I love it when you fly home for 3 hrs to switch suitcases &amp; @aircanada doesn't put the suitcases on the plane #nailedit #happybirthdaytome,negative
519,"RT @AirCanada: Enjoy @TheCdnAcademy winning films and series currently onboard our Inflight Entertainment System, and watch for new titles…",negative
520,RT @AirCanada: The @AirCanada Foundation is happy to inflate a balloon to support a child. Inflate yours now: https://t.co/KvbGPxgZLr #Ball…,neutral
521,@apeatling @AirCanada so good!,neutral
522,@AirCanada note sent. FA asked FO  to chk dog during PFI. I have flt pass and will be trvling with dog. Lets get this better #mydogflies,negative
523,@AirCanada you are the worst. I paid 4 a flight with a guaranteed seat. but of course u over booked. Now I have a delay of 6 hours #boycott,negative
524,"RT @AirCanada: @MichaelKuluva Hello Michael, could you please DM us your booking reference so we could further advise? /vv",neutral
525,@AirCanada thx @aircanada. A asked FO to check,negative
526,.@AirCanada #NewLivery #Airbus #A321 arriving @yvrairport as #AC109 from #YYZ #Toronto #416 #yvrspotters #Vancouver… https://t.co/R1QYIm8BrU,neutral
527,"@united so I've heard. 12 hours of my time wasted before I was told. W no word from @AirCanada, holding you responsible bc I booked UA.",negative
528,@united @AirCanada it was all booked through united. The ticket for my carryon is a UA ticket. Final connection was AC. Blame game.,negative
529,"@AirCanada system down for 30 mins already in Bogota, need to check in!!! What is going on?",negative
530,"@AirCanada something wrong with your system in Bogota, nobody has notified your crew. Havent been able to check in flight 1945 lmk",negative
531,Maybe @Delta or @AmericanAir will offer me a flight voucher since @united &amp; @AirCanada don't when they lose my carryon ? #incentive,negative
532,RT @powdersnow_24: After beeing stranded yesterday with @AirCanada @yvrairport and a gd sleep @Marriott YVR @doyoupowderclub now bound for…,negative
533,Thank you @AirCanada for having a policy that understands people don't choose when a family member dies.… https://t.co/8L20xniVJ0,negative
534,New look at @aircanada - straight off the runway!  https://t.co/8aFXaXNSyX  Check out our new post with all the det… https://t.co/RQUGDi3nYc,negative
535,After beeing stranded yesterday with @AirCanada @yvrairport and a gd sleep @Marriott YVR @doyoupowderclub now bound… https://t.co/8OuNnR988i,negative
536,@united @AirCanada despicable customer service teams try to run you in circles until you give up your claim. No real answers to be found.,negative
537,@FireRoute19 I've only been on one flight where MD was called (@AirCanada I believe) it was okay. Was quickly dismissed after care though.,negative
538,Share your #Canada150 story @cantravelmag &amp; win great prizes from @DK_Travel @AirCanada @FairmontHotels… https://t.co/OTHse0H3Hk,positive
539,RT @CJohnsonAC: @aircanada thankyou for your loving support #vineartgala2017 in support of building  Women's Shelter BowValley @BanffMayor…,negative
540,"@AirCanada - luggage YVR-YUL (vs dest YQB) yesterday, &amp; there were ++flights since - WHY are we waiting 48hrs for luggage!!??",negative
541,@AirCanada @AirCanadaRouge  out of RSW is brutal today. Plane &amp; taxi issue results in at least 1 hr delay (so far). Oh and no WIFI #fail,negative
542,"@AirCanada - what is the reason for the flight delay from Tampa to Toronto?? Been here for 5 hours now...talked to YYZ, all good there! Xo",negative
543,@AirCanada pls pls pls train YVR staff better on checking in dogs in crates. West Jet does great job with pets. BAD experience at YVR.,negative
544,"RT @OliverHeldens: .@AirCanada didnt let my tourmngr board, sayin his ETA wasn't valid. Now he texts me they found out Its actually valid,b…",negative
545,@AirCanada to say I'm disappointed is beyond words.,negative
546,"@AirCanada now I can't afford the flight at all because it went from around $2,900 USD to over $5,000 USD because I listened to your CS rep",negative
547,"@AirCanada booked when I called a few days ago, would have gotten ""lowest"" price. Your CS agent suggested I wait to book the round trip...",negative
548,"@AirCanada because my return date just opened up today. ""Lowest"" price is now gone on YYZ to EZE leg and jumped $3,000 USD for flex. Had I..",negative
549,@OliverHeldens @AirCanada that's so aggravating <ed><U+00A0><U+00BD><ed><U+00B8><U+00A0>,neutral
550,"@AirCanada called a few days ago for pricing from YYZ to EZE in biz and was quoted ""lowest"" price. CS agent said wait till today to book...",negative
551,RT @MarkDumschat: Super unimpressed with you @AirCanada I missed my flight in San Francisco so you put me up in Oakland? #FAIL,neutral
552,"RT @TonyChapman: #aircanada @AirCanada - 75K Elite, business class tickets need to come home one day early and you want $1,000 per ticket t…",negative
553,RT @AirCanada: The @AirCanada Foundation is happy to inflate a balloon to support a child. Inflate yours now: https://t.co/KvbGPxgZLr #Ball…,neutral
554,Travel time... round 2.... with @AirCanada . Hoping I actually make it home this time! #happysunday,negative
555,RT @traveljack737: Make your #travel #dreams come true with @AirCanada and @CAASCO  CAA Travel  @ACJBackus https://t.co/cIQDkHiSH6,neutral
556,Make your #travel #dreams come true with @AirCanada and @CAASCO  CAA Travel  @ACJBackus https://t.co/cIQDkHiSH6,neutral
557,Special Thanks to @AirCanada https://t.co/HimC10PcIo for the follow on @Twitter! #Travel #Flights #International… https://t.co/UQtUovfcPP,neutral
558,Winter's almost over! Get in that last ski trip with @AirCanada to @MontTremblant Watch the review!… https://t.co/NkJJx9M900,neutral
559,RT @CJohnsonAC: @AirCanada #HerHonourLoisMitchell supporting the #vineart2017 fundraising for BowValley Women's Shelter @DuncanBureau https…,negative
560,Passengers on @AirCanada preflight safety vid carry on some wild stuff. Where are you going that you need a garbage… https://t.co/TMDyqJRXdb,negative
561,"@AirCanada I have checked and it says 1st bag free for economy on tango, does this mean hand luggage or any other baggage allowance ?",negative
562,@AirCanada Your customer service manager in Newark today is incredibly rude and unwilling to help solve issues. Very disappointed.,negative
563,"RT @AirCanada: The beauty of Ireland is a sight to behold, and can leave one green with envy––especially today! Wishing everyone a Happy #S…",negative
564,RT @ARstories: Great to read about @AirCanada embracing the latest innovations including #AugmentedReality to transform how employees learn…,positive
565,@AirCanada is that for extra baggage? I just wanted to know what my flight ticket already comes with ...,negative
566,"RT @TravelBunnyis30: Ready to jet.
Back to #YYZ from #PBI on @aircanada. Thanks for the great visit @wee_moosie &amp; @marbill_hill_farm. Se… h…",positive
567,@TonyChapman @AirCanada price elasticities.,neutral
568,"Ready to jet.
Back to #YYZ from #PBI on @aircanada. Thanks for the great visit @wee_moosie &amp; @marbill_hill_farm. Se… https://t.co/lX0b5EYiSg",positive
569,"RT @AirCanada: Watch as our new livery comes to life, and the Air Canada Rondelle returns to our tail! #FlyTheFlag https://t.co/8oXvhsKP48",negative
570,"@TonyChapman @AirCanada Yep, fly AC all the time and it's one aspect of their business that drives me crazy.",positive
571,@AirCanada this was one of the people I was traveling with https://t.co/fxgt6UbMSm,negative
572,. @WestJet  my company will go @AirCanada  from now on,neutral
573,Is there such a thing as an @AirCanada flight that's on time?,negative
574,@TonyChapman @AirCanada is that supply &amp; demand OR simply just a shakedown in your customers time of need  #kissmefirst #jetblue #southwest,negative
575,RT @AARairport: #Aarhus is connected daily to the world by @staralliance @SAS partners @ThaiAirways @SingaporeAir @AirCanada @_austrian &amp; m…,neutral
576,"@AirCanada connection, plane had already left! Now have to wait 10 hours for a flight to Havana, then pay for a cab to Varadero! Not happy!",negative
577,RT @georgeferreira5: Amazing pictures! Visit #Peru and see for yourself. Book your trip to #Lima and let @AirCanada take you there. https:/…,neutral
578,"@AirCanada complete insanity in Ottawa this morning! Air Canada not organized, waited on tarmac 20 min in Toronto, told to run to make",negative
579,"#aircanada @AirCanada - 75K Elite, business class tickets need to come home one day early and you want $1,000 per ticket to move it a day?",negative
580,#Aarhus is connected daily to the world by @staralliance @SAS partners @ThaiAirways @SingaporeAir @AirCanada… https://t.co/BR9u9VS7yY,neutral
581,@AirCanada please advise of process to report/replace/compensate. My carry on is no longer usable and I travel again in a week.,negative
582,"@AirCanada  No, didn't know the process. Still have my gate check tags. Flight AC1178",negative
583,RT @georgeferreira5: Amazing pictures! Visit #Peru and see for yourself. Book your trip to #Lima and let @AirCanada take you there. https:/…,neutral
584,RT @spectacularNWT: Looking for more #NWTSecrets? Here's a big one -- we're giving away 150 trips to #SpectacularNWT w/ @AirCanada! https:/…,neutral
585,@AirCanada  I gate checked my carry on at YVR and it arrived broken (in 2 places) at YYZ. Suggestions? https://t.co/CRLYt0aTW3,negative
586,"RT @AirCanada: Travel Alert – March 19: YHZ-BWI. Details, Flight Status &amp; rebook online. Change fees waived: https://t.co/JDgEGu99rl.",negative
587,@AirCanada that was a question you know,neutral
588,@AirCanada still wish I was closer to Tampa though.,neutral
589,@AirCanada thank you for the $10 meal voucher.,positive
590,Definitely agree - way too much time spent on a simple issue. @united @AirCanada https://t.co/DiqPQwzovU,negative
591,RT @AirCanada: The @AirCanada Foundation is happy to inflate a balloon to support a child. Inflate yours now: https://t.co/KvbGPxgZLr #Ball…,neutral
592,Amazing pictures! Visit #Peru and see for yourself. Book your trip to #Lima and let @AirCanada take you there.… https://t.co/mQ85fFwE2g,neutral
593,@AirCanada  now just off the plane hopefully leave by noon as announced! Go vacation start!<ed><U+00A0><U+00BD><ed><U+00B8><U+0095>,neutral
594,"RT @ReutersMontreal: Air France-KLM, 10 other airlines including @aircanada , hit with 776 mln euro EU fine https://t.co/XyNKCKiWRy via @re…",neutral
595,And we will be boarding another @AirCanada plane at the time we're supposed to be arriving in Tampa. I love waiting time,negative
596,They turned on and off the plane 3-5 times... that didn't work... an hour and a half later we're switching planes. Thanks @AirCanada,negative
597,So @AirCanada decided to board us all on a plane with an engine that won't start...,negative
598,@AirCanada I've DM'd you now,neutral
599,"RT @visit_dallas: You can now fly direct from Vancouver to @DFWAirport on @AirCanada, making your BIG trip to #Dallas even easier. https://…",positive
600,@AirCanada why the big delay from Tampa to Toronto? 3.5 hours!!?!?,negative
601,"Not one to complain about flights, but this makes 9 straight delays (including cancellation) since Feb 1. Do better guys @WestJet @AirCanada",negative
602,@AirCanada how can it take 75+min to unload bags at YYZ? Flight from YVR landed 1939 and didn't start unloading till almost 2100.,negative
603,"RT @john_pryce: @FrancoisRatier @RugbyCanada @AirCanada Have a PRODUCTIVE camp coaches @torontorugby @ColetteMcauley @ShaunVonAllen
#MaulDe…",positive
604,@catehstn @AirCanada That lounge and the food is the best.,neutral
605,"RT @visit_dallas: You can now fly direct from Vancouver to @DFWAirport on @AirCanada, making your BIG trip to #Dallas even easier. https://…",positive
606,@AirCanada we've finally found someone helpful... only took 3 hours,negative
607,"Hey @AirCanada  - what about passenger experience? Flight 1890 to Tampa delayed, sitting on board 1+ hours. ""We'll fix it when we fix it"" ??",negative
608,"@AirCanada seat availability went from 4 to 2 seats after price hike, consider a count down timer for 10sec to complete transaction",negative
609,"@AirCanada You managed to lose my luggage as well as some of my friends, delayed and cancelled a ridiculous amount of flights, are you sick?",negative
610,"RT @visit_dallas: You can now fly direct from Vancouver to @DFWAirport on @AirCanada, making your BIG trip to #Dallas even easier. https://…",positive
611,RT @CJohnsonAC: @aircanada thankyou for your loving support #vineartgala2017 in support of building  Women's Shelter BowValley @BanffMayor…,negative
612,"RT @visit_dallas: You can now fly direct from Vancouver to @DFWAirport on @AirCanada, making your BIG trip to #Dallas even easier. https://…",positive
613,"You can now fly direct from Vancouver to @DFWAirport on @AirCanada, making your BIG trip to #Dallas even easier. https://t.co/KWDbTqqTOs",positive
614,.@AirCanada can you help me track down the name of the great Italian wine I had onboard SCL-YYZ last night? Want to buy some!,positive
615,"@AirCanada due to the delay, we miss our flight from Montreal to Moncton.",neutral
616,"@AirCanada hi, please help me, I've booked a flight and I don't know whether I have paid for baggage allowance...",negative
617,"@AirCanada it was AC160. We've went told to wait in a line, then pulled out, then told to go back, it's ridiculous.",negative
618,@EGYPTAIR All required information &amp; emails are sent. Looking forward for an action! @AirCanada @Shorouk_News @TorontoPearson @news,neutral
619,RT @spectacularNWT: Looking for more #NWTSecrets? Here's a big one -- we're giving away 150 trips to #SpectacularNWT w/ @AirCanada! https:/…,neutral
620,Stuck in Calgary and @AirCanada not offering hotel vouchers... reservation line not helpful either. What a nightmare.,negative
621,@ottcaplax @AirCanada a friend of ours takes the head off and packs it in carry on for this exact reason. Hope they find it quickly!,neutral
622,"@AirCanada flight delayed, most disorganized experience I've had while travelling. Next available time to get to Moncton is 36 hours...",negative
623,RT @DjHaywire306: Always something with @AirCanada oversold flight 8588 - I was willing to help .. but they can't even comp you a meal #Fig…,negative
624,Join @AirCanada Cargo at the Seafood Expo North America.  Find us at Booth 1587 #FlyTheFlag #TakingSeafoodFurther… https://t.co/vTl3grj0sY,neutral
625,RT @ottcaplax: 2 out of 3 ain't bad. @AirCanada only managed to lose 1 bag on the way to Orlando. I mean a lacrosse player doesn't need sti…,neutral
626,2 out of 3 ain't bad. @AirCanada only managed to lose 1 bag on the way to Orlando. I mean a lacrosse player doesn't need sticks does he?,negative
627,@christianblais @AirCanada They’ve been moving to awful broken JS client side apps. Cost me $100s over Xmas. I’ve stopped flying with them.,negative
628,RT @avachae: explore #nagoya w/ @AirCanada &amp; @jntocanada <ed><U+00A0><U+00BC><ed><U+00BC><U+00B8><ed><U+00A0><U+00BC><ed><U+00BC><U+00B8><ed><U+00A0><U+00BC><ed><U+00BC><U+00B8> special thanks to the lovely satsuki-kai group &amp; miss #ninja for the beautiful…,positive
629,@AirCanada you are the worst. Each experience worse than the last.  Too bad we don't have a choice of air carriers.,negative
630,RT @CJohnsonAC: @aircanada thankyou for your loving support #vineartgala2017 in support of building  Women's Shelter BowValley @BanffMayor…,negative
631,"Yes, I found myself embroiled in @aircanada telling me only @united could do something and United saying to go to A… https://t.co/T8YrMWwwq0",negative
632,"@AirCanada my case ?I have been hung up on, called terrible names, lied too and completely dismissed .My case is now deeper then missing bag",negative
633,"@AirCanada Oh so now you waive fees, but strand me in Brazil saying I have to pay $1147, more than my original ticket. Your airline's awful.",negative
634,"@AirCanada - @united pointed out this was your aircraft, they ""just"" handled the ticket purchase. Just a friendly heads up re: your plane",negative
635,"RT @AirCanada: Travel Alert – March 19: YHZ-BWI. Details, Flight Status &amp; rebook online. Change fees waived: https://t.co/JDgEGu99rl.",negative
636,"@AirCanada @TheCdnAcademy Nice, but you have stranded me in Brazil after screwing me over! $150 change fee&gt;$1147! Boycott Air Canada!",negative
637,@AirCanada I'm looking for assistance accessing your App.  If I can access the account via the web shouldn't I be able to access via app?,negative
638,"@British_Airways @AirCanada thank you for working together to find my bag, I hope to have it home soon?",negative
639,"@AirCanada is absolute worst airline. Rude staff, complete incompetence, left bags off flight - then yelled at us for asking after them",negative
640,Hey @British_Airways you lost my bag on a change from Heathrow to Toronto; you were supposed to transfer it to @AirCanada but didn't.,neutral
641,"@AirCanada I need a e-mail contact or link to submit a claim against a flight attendant, rude and disrespectful.",negative
642,"Just had the worst service experience ever on @AirCanada, I'll never flight again with you!",negative
643,Kind of quiet smooth through morning at @TorontoPearson @AirCanada oh ya !,positive
644,@AirCanada Why can't I retrieve my password via your App?  I have no difficulty accessing my account via the web.,negative
645,@tmtullio @AirCanada oh yikes. I had a 24 hour delay that way with them last year <ed><U+00A0><U+00BD><ed><U+00B8><U+0090>,negative
646,.@aircanada From Toronto to Warsaw not to miss! https://t.co/V5x7NxUMMw,neutral
647,"Full credit to @AirCanada staff today, you've been exceptional. But @FlyYOW gets an F-minus for how they handled passengers this morning.",negative
648,RT @Dyro: @AirCanada @OliverHeldens always the same bullshit intern response. Never a solutution. Just stop already.,negative
649,More than 4 days with no replies! I wonder how many times we have to send to have someone concerned about this… https://t.co/W19EoimiXc,negative
650,RT @BruceHolmquist: A bottle of wine and whatever is needed to @AirCanada #yow staff for how they are dealing with it. #kudos,negative
651,"When @AirCanada delays it's death by 1,000 cuts. They just keep adding 5 mins to departure time &amp; like 55 mins later you're on your way.",negative
652,<U+2764><U+FE0F>to @aircanada whose amazing team was showing their Logan pride! #champions17 https://t.co/3csJRCb3dW,positive
653,Does anyone @AirCanada respond to customer enquiries?,negative
654,"RT @AirCanada: Travel Alert – March 19: YHZ-BWI. Details, Flight Status &amp; rebook online. Change fees waived: https://t.co/JDgEGu99rl.",negative
655,"RT @AirCanada: Travel Alert – March 19: YHZ-BWI. Details, Flight Status &amp; rebook online. Change fees waived: https://t.co/JDgEGu99rl.",negative
656,"Thanks, Montreal. That was a delightful 20 minutes. We should do it again some time. #yul @AirCanada",negative
657,"RT @AirCanada: Travel Alert – March 19: YHZ-BWI. Details, Flight Status &amp; rebook online. Change fees waived: https://t.co/JDgEGu99rl.",negative
658,RT @mcjackson001: @AirCanada Absolute worst airline I have ever flown!!! NEVER flying them again. Take a cue from @SouthwestAir in the cust…,negative
659,"RT @christine_phd: Ok, @Aeroplan I have been wasting 3hrs on the phone trying to reach you and @AirCanada reservations is unable to help. W…",negative
660,RT @christine_phd: Over an hour on hold waiting to speak to @AirCanada @Aeroplan. Want to give up but what if now I am finally close? #cust…,negative
661,@AirCanada Absolute worst airline I have ever flown!!! NEVER flying them again. Take a cue from @SouthwestAir in the customer service dept.,negative
662,"Switched from a 11:30am flight to a 6:30am flight free of charge, all thanks to the wonderful people at @AirCanada.… https://t.co/Aro4o8UZfy",negative
663,"RT @OliverHeldens: .@AirCanada didnt let my tourmngr board, sayin his ETA wasn't valid. Now he texts me they found out Its actually valid,b…",negative
664,@AirCanada yes we have and have a claim number. Hopefully they find it. Just not a great start to vacation,positive
665,@AirCanada they are rushing people to the front for 0530 flight to yvr they should really ready earlier there is a huge line,negative
666,"@AirCanada I don't know if you did anything on your end, but I was finally able to rebook. Thanks.",negative
667,"@AirCanada my dads flight was delayed 4 hrs yesterday (mechanical), and AC lost his luggage #notagreatdayforagrandpa",negative
668,@AirCanada Why must you overbook flights? I'd prefer to not have my fate be decided by whether or not someone shows up.,negative
669,@AirCanada they are here thank you,positive
670,@AirCanada I have tagged both of you. SOMEONE should be able to help. @FlightNetwork,negative
671,@AirCanada if YOU choose to do business with a third party you should try to make the process seamless for the client,negative
672,@AirCanada I have contacted both of you! They tell me that YOU set the prices. As you can see in my tweet both of you are tagged,negative
673,The @AirCanada online rebooking tool is working great this morning. #fail #roadwarrior https://t.co/lEoll3gb4s,positive
674,"RT @joechurchill: @AirCanada is your mobile check-in down? Flight leaves in 4 hours and no email sent, and can't check in online.",negative
675,"@AirCanada is your mobile check-in down? Flight leaves in 4 hours and no email sent, and can't check in online.",negative
676,@AirCanada still waiting #yyj https://t.co/3Z3V1Rywdz,negative
677,A bottle of wine and whatever is needed to @AirCanada #yow staff for how they are dealing with it. #kudos,negative
678,"RT @OliverHeldens: .@AirCanada didnt let my tourmngr board, sayin his ETA wasn't valid. Now he texts me they found out Its actually valid,b…",negative
679,@AirCanada often gets a bad wrap. Not today. Big thanks for rebooking my flight in advance of bad weather at YHZ on 20mar. #happypsgr,positive
680,Hey @AirCanada how about get someone to work the check in at yyj https://t.co/0Z7WnIAMHQ,negative
681,RT @Snake_Venom130: @OliverHeldens @AirCanada If only those people knew who they were flying with<ed><U+00A0><U+00BD><ed><U+00B8><U+0082>,negative
682,@BruceHolmquist @FlyYOW @AirCanada Those sloooww Sunday trips Hey! Enjoy what you can..,positive
683,Computers are down @FlyYOW #yow lineups so allow lots of time @AirCanada @aircanada,negative
684,@aircanada your baggage drop process at Paris CDG is painfully slow. Mixing ppl manually checked in w/ tags w/ those who haven't at all. <ed><U+00A0><U+00BD><ed><U+00B8><U+0092><ed><U+00A0><U+00BD><ed><U+00B8><U+00A0><ed><U+00A0><U+00BD><ed><U+00B8><U+00A,negative
685,Sweet. Arrived in Ireland on a trip of a lifetime and @AirCanada lost my bag. GOIN GREAT SO FAR.,positive
686,@AirCanada why are you outsourcing work to the #Israeli aerospace industries. #BDSMovement #aircanada #FreePalestine #warcrimes,neutral
687,@AirCanada we have been there before and nothing happened. What about a phone number for once?,negative
688,"It's 5:30am, 40 minutes delay with @AirCanada, totally missing my connection, where's my coffee? <U+2615><ed><U+00A0><U+00BD><ed><U+00B8><U+00A5>",negative
689,RT @catehstn: My search for the greatest airline lounge is over. @AirCanada LHR T2 has FRESHLY MADE CREPES!!!!! <ed><U+00A0><U+00BE><ed><U+00B5><U+009E><ed><U+00A0><U+00BC><ed><U+00BD><U+008A><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><U+2763> https://t.co/1JR0ewV5y4,positive
690,Should not arrange seats on a 13hr trans Pacific flight that are so close to the wall they cannot recline! AC6 Seat 23H @AirCanada,neutral
691,Guess where I am? (YOW) computers down so doing it old school this am @AirCanada Brings back memories <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> #travel… https://t.co/9kXWru0tUe,negative
692,"@ACAltitude @AirCanada guys, so not impressed, purposely bought a vacation through @AirCanadaVac and 1 gate agent for priorty check in <ed><U+00A0><U+00BD><ed><U+00B8><U+0092>",negative
693,RT @waelhaddara: Hello @AirCanada that's what you said 24 hrs ago. Still in same airport. Is this account actually staffed or is that an au…,negative
694,"RT @waelhaddara: Is there a prize for most pathetic airline? @AirCanada flight, already 24 hrs late is delayed AGAIN. #massivefail",negative
695,@AirCanada I have gave you the flt number in the last tweet. Here it is again flight 2037,negative
696,Hello @AirCanada that's what you said 24 hrs ago. Still in same airport. Is this account actually staffed or is that an automated response??,negative
697,@AirCanada @OliverHeldens always the same bullshit intern response. Never a solutution. Just stop already.,negative
698,"Is there a prize for most pathetic airline? @AirCanada flight, already 24 hrs late is delayed AGAIN. #massivefail",negative
699,@AirCanada at the airport waiting to bd flt 2037. Supposed to bd 30 mins ago. Your staff busily telling us nothing. https://t.co/kIRVaPobve,negative
700,@AirCanada let me go home.,negative
701,"RT @gattaca: Hey @AirCanada just got off AC973, onboard service was the worst I’ve ever experienced, and I travel 200k per year. Pilot was…",negative
702,@AirCanada I'm trying to sign up from the main account creation page (Sign In -&gt; Create new account) (https://t.co/nfOENoPtWy),negative
703,RT @DuncanBureau: Have a look at who I think are the true heros of family vacations to &amp; from @Canada the ground handlers @AirCanada make i…,negative
704,"Hey @aircanada, what does ""Error message (220002) not found for Language Code 'US'(220002)"" means when trying to create an account?",negative
705,RT @apeterlegg: Can't get on a flight after 4 hours of standby with @AirCanada. People pushed me down the list because of my 'status'.,negative
706,RT @leslieskchau: Lesson learned - don't spend eUpgrade points upgrade @AirCanada doesn't stock their planes to take into account upgrades.…,negative
707,My search for the greatest airline lounge is over. @AirCanada LHR T2 has FRESHLY MADE CREPES!!!!! <ed><U+00A0><U+00BE><ed><U+00B5><U+009E><ed><U+00A0><U+00BC><ed><U+00BD><U+008A><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><U+2763> https://t.co/1JR0ewV5y4,positive
708,@AirCanada #HerHonourLoisMitchell supporting the #vineart2017 fundraising for BowValley Women's Shelter… https://t.co/5FfTYVRszP,negative
709,@aircanada thankyou for your loving support #vineartgala2017 in support of building  Women's Shelter BowValley… https://t.co/rauLQ7t8CZ,negative
710,"RT @ACbambina: Congrats @WellspringCAN another successful event! 
@AirCanada BIZ DEV and Corp SLS team supporting A gr8 cause &amp; connecting…",neutral
711,"Good morning, @AirCanada. I finally terminated our two-hour call last night after being on hold for 45 minutes. Worst customer service ever.",negative
